Bus_Name,Bus_Type,Departure_Time,Destination_Time,Total_Duration,Ratings,Price,Seats_Available,Route_name,Route_Link
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),21:30,03:30,06h 00m,"2.8
103",INR 400,8 Seats available,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati
Himalayan Travels,NON AC Seater / Sleeper 2+1,23:40,04:00,04h 20m,"2.9
10",450,27 Seats available,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),22:15,03:45,05h 30m,"3.8
27",INR 550,10 Seats available,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:00,00:00,04h 00m,"4.2
23",400,11 Seats available,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:30,01:00,04h 30m,"3.8
9",400,11 Seats available,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),20:45,02:30,05h 45m,3.3,INR 500,10 Seats available,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),21:45,02:00,04h 15m,"3.6
15",INR 450,4 Seats available,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),20:00,01:15,05h 15m,"2.9
11",400,19 Seats available,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Himalayan Travels,NON A/C Seater (2+2),20:30,02:30,06h 00m,New,450,35 Seats available,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
KIRAN TRAVELS,A/C Seater (2+1),20:40,00:30,03h 50m,"3.1
6",540,12 Seats available,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Pranjit Travels (Under ASTC),Bharat Benz A/C Seater (2+1),21:30,02:30,05h 00m,"4.1
9",INR 600,3 Seats available,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Yatra,Non AC Seater (2+2),20:15,03:30,07h 15m,"2.6
20",INR 350,40 Seats available,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati
MAA MONOSHA TRAVELS,NON A/C Seater (2+1),20:00,03:30,07h 30m,New,INR 350,38 Seats available,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:30,04:00,08h 30m,"3.8
169",INR 550,30 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh
Aniruddha Travels,AC Seater (2+2),07:50,16:15,08h 25m,"3.9
100",500,9 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,04:30,08h 30m,"3.4
47",INR 550,27 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,"3.4
7",500,43 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh
Puja Transport,Non AC Seater (2+2),20:00,05:00,09h 00m,"2.4
20",INR 550,24 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:45,04:00,08h 15m,"2.0
18",INR 470,49 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh
MOON TRAVELS,AC Seater (2+2),07:15,15:20,08h 05m,"3.4
16",523,35 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh
J.S. Travels,Non AC Seater (2+1),21:00,04:00,07h 00m,"2.3
28",INR 550,32 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh
Neha Travels,Non AC Seater (2+1),22:40,07:00,08h 20m,"2.1
12",INR 650,35 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh
Neha Travels,NON A/C Seater (2+2),22:10,04:00,05h 50m,"2.6
5",INR 650,35 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh
Deep Travels,Non AC Seater (2+1),17:45,04:30,10h 45m,"4.1
108",INR 600,30 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/haflong-to-guwahati
NETWORK TRAVELS,NON A/C Seater (2+1),18:00,04:00,10h 00m,"4.5
51",600,11 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/haflong-to-guwahati
Assam State Transport Corporation (ASTC) - 147552,Bharat Benz A/C Seater (2+2),07:30,10:45,03h 15m,"4.2
81",INR 235.62,21 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
PANKAJ TRAVELS,NON A/C Hi-Tech Push Back (2+2),07:25,11:15,03h 50m,3.3,INR 240,37 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),06:00,10:20,04h 20m,New,INR 240,40 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),07:55,12:30,04h 35m,New,INR 240,40 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
Maa Jagadamba,NON A/C Seater (2+3),09:20,14:00,04h 40m,2.2,INR 240,39 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
Maa Jagadamba,A/C Seater Push Back (2+2),09:40,14:25,04h 45m,"2.2
9",INR 260,41 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
BARBIE TRAVELS,A/C Seater Push Back (2+2),10:20,13:40,03h 20m,New,INR 280,40 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
Air Bus Travels,NON AC Seater / Sleeper 2+1,21:00,03:00,06h 00m,"3.7
6",INR 400,41 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
Assam State Transport Corporation (ASTC) - 166131,Bharat Benz A/C Seater (2+2),07:20,13:30,06h 10m,"4.0
93",INR 281,22 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Assam State Transport Corporation (ASTC) - 139495,NON A/C Seater Push Back (2+1),09:15,15:00,05h 45m,"4.5
22",INR 247,16 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Purple Wings Coaches,A/C Seater / Sleeper (2+1),01:15,05:45,04h 30m,3.6,559,11 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
NETWORK TRAVELS,NON A/C Seater Push Back (2+1),04:01,09:30,05h 29m,"4.0
10",300,8 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Aniruddha Travels,AC Seater (2+2),11:45,17:30,05h 45m,"4.3
18",500,23 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Christina Travels,NON A/C Seater (2+2),12:30,18:00,05h 30m,"3.5
4",450,30 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:30,18:30,05h 00m,"4.6
42",INR 626.24,28 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
NETWORK TRAVELS,Non A/C Seater / Sleeper (2+1),00:30,05:30,05h 00m,"2.9
9",350,24 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Aniruddha Travels,AC Seater (2+2),07:30,15:35,08h 05m,"4.3
90",500,30 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,05:00,09h 00m,"3.6
84",INR 550,28 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:45,04:00,08h 15m,"3.2
138",INR 550,34 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),18:45,03:00,08h 15m,New,500,33 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:50,04:30,08h 40m,"3.0
28",INR 470,48 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
Puja Transport,Non AC Seater (2+2),19:15,04:00,08h 45m,"3.1
17",INR 550,33 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
J.S. Travels,Non AC Seater (2+1),19:00,04:00,09h 00m,"2.7
35",INR 500,32 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
MOON TRAVELS,AC Seater (2+2),09:10,17:00,07h 50m,"2.1
11",570,36 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
Maa Laxmi,NON A/C Seater Push Back (2+1),17:30,01:00,07h 30m,2.9,INR 550,36 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
Neha Travels,NON A/C Seater (2+2),17:00,03:15,10h 15m,2.3,INR 650,35 Seats available,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
Assam State Transport Corporation (ASTC) - 155999,Bharat Benz A/C Seater (2+2),07:15,11:50,04h 35m,"4.2
25",INR 412,17 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Karisma (Aziba),NON A/C Seater (2+1),05:45,11:50,06h 05m,"4.7
8",INR 400,23 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Chartered Bus - ASTC,A/C Seater Push Back (2+2),07:00,12:00,05h 00m,"4.7
68",INR 551.37,27 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Yatra Travels,NON A/C Seater (2+1),07:00,12:40,05h 40m,"4.1
81",450,21 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Pranjit Travels (Under ASTC),A/C Seater (2+1),08:15,15:15,07h 00m,"4.9
9",INR 550,27 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),09:30,15:00,05h 30m,"3.5
37",INR 400,30 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Mahi Travels(Under ASTC),A/C Seater (2+2),10:00,16:30,06h 30m,"4.2
177",432,30 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Mahi Travels(Under ASTC),Bharat Benz A/C Seater (2+2),10:30,17:00,06h 30m,"3.2
20",436,31 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Orient Transline,A/C Seater (2+1),11:30,16:40,05h 10m,"4.1
140",INR 476.19,28 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Orient Transline,A/C Seater (2+1),13:00,19:10,06h 10m,"3.5
51",INR 476.19,33 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,19:30,05h 15m,"3.9
65",445,44 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Mahalaxmi Travels,Tata A/C Seater (2+2),14:35,20:00,05h 25m,"4.8
11",INR 410,40 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Yatra Travels,NON A/C Seater (2+1),18:00,01:30,07h 30m,"3.4
41",450,32 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),19:15,01:30,06h 15m,3.3,INR 500,31 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
KIRAN TRAVELS,Non AC Seater (2+1),19:15,02:00,06h 45m,3.2,405,37 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
PARIJAT TRAVELS(UNDER ASTC),NON A/C Seater (2+1),19:35,02:00,06h 25m,"3.8
7",375,29 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:00,01:00,05h 00m,"3.3
14",450,47 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Pranjit Travels (Under ASTC),Non AC Seater (2+1),20:30,03:00,06h 30m,"4.0
17",INR 500,34 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),20:45,03:30,06h 45m,"3.7
12",INR 550,43 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
MAHARATHI TRANSPORT,NON A/C Seater (2+1),20:55,02:45,05h 50m,3.6,400,34 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Pranjit Travels (Under ASTC),Bharat Benz A/C Seater (2+1),21:30,03:45,06h 15m,"3.4
33",INR 600,34 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
BARBIE TRAVELS,A/C Seater Push Back (2+2),05:30,10:50,05h 20m,New,INR 450,40 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
MAA Anada (UNDER ASTC),AC Seater (2+2),09:30,16:15,06h 45m,"1.9
13",INR 384.3,32 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
DESTINY TRAVELS,NON A/C Seater (2+1),18:45,00:24,29h 39m,2.1,457,32 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),20:00,02:00,06h 00m,"1.9
6",450,31 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
NORTH EAST TRAVELS(UNDER ASTC),NON A/C Seater (2+1),20:15,02:30,06h 15m,"2.5
13",INR 500,26 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Pranjit Travels (Under ASTC),Non AC Seater (2+1),21:45,03:00,05h 15m,"2.8
30",INR 500,34 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Assam State Transport Corporation (ASTC) - 154173,NON A/C Seater Push Back (2+1),07:30,16:30,09h 00m,"3.0
48",INR 523,21 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-haflong
NETWORK TRAVELS,NON A/C Seater (2+1),18:30,07:00,12h 30m,"4.5
87",600,24 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-haflong
Deep Travels,Non AC Seater (2+1),19:30,06:30,11h 00m,"3.6
182",INR 600,31 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-haflong
Assam State Transport Corporation (ASTC) - 174758,NON A/C Seater Push Back (2+1),08:45,12:15,03h 30m,4.3,INR 200,19 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur
Assam State Transport Corporation (ASTC) - 147556,Bharat Benz A/C Seater (2+2),12:30,15:45,03h 15m,"4.3
53",INR 235.62,33 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur
PANKAJ TRAVELS,NON A/C Hi-Tech Push Back (2+2),12:30,17:10,04h 40m,3.3,INR 240,37 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur
BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),11:10,15:30,04h 20m,New,INR 240,40 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur
BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),13:30,18:30,05h 00m,New,INR 240,40 Seats available,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur
